icd_code	icd_version	long_title
66882	9	Other complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication
66883	9	Other complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication
66884	9	Other complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication
66901	9	Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition
66902	9	Maternal distress complicating labor and delivery, delivered, with mention of postpartum complication
66911	9	Shock during or following labor and delivery, delivered, with or without mention of antepartum condition
66912	9	Shock during or following labor and delivery, delivered, with mention of postpartum complication
66914	9	Shock during or following labor and delivery, postpartum condition or complication
66921	9	Maternal hypotension syndrome, delivered, with or without mention of antepartum condition
66922	9	Maternal hypotension syndrome, delivered, with mention of postpartum complication
66923	9	Maternal hypotension syndrome, antepartum condition or complication
66924	9	Maternal hypotension syndrome, postpartum condition or complication
66932	9	Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication
66934	9	Acute kidney failure following labor and delivery, postpartum condition or complication
66941	9	Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition
66942	9	Other complications of obstetrical surgery and procedures, delivered, with mention of postpartum complication
66943	9	Other complications of obstetrical surgery and procedures, antepartum condition or complication
66944	9	Other complications of obstetrical surgery and procedures, postpartum condition or complication
66951	9	Forceps or vacuum extractor delivery without mention of indication, delivered, with or without mention of antepartum condition
66961	9	Breech extraction, without mention of indication, delivered, with or without mention of antepartum condition
66971	9	Cesarean delivery, without mention of indication, delivered, with or without mention of antepartum condition
66981	9	Other complications of labor and delivery, delivered, with or without mention of antepartum condition
66982	9	Other complications of labor and delivery, delivered, with mention of postpartum complication
66983	9	Other complications of labor and delivery, antepartum condition or complication
66984	9	Other complications of labor and delivery, postpartum condition or complication
67012	9	Puerperal endometritis, delivered, with mention of postpartum complication
67014	9	Puerperal endometritis, postpartum condition or complication
67022	9	Puerperal sepsis, delivered, with mention of postpartum complication
67024	9	Puerperal sepsis, postpartum condition or complication
67032	9	Puerperal septic thrombophlebitis, delivered, with mention of postpartum complication
67034	9	Puerperal septic thrombophlebitis, postpartum condition or complication
67082	9	Other major puerperal infection, delivered, with mention of postpartum complication
67084	9	Other major puerperal infection, postpartum condition or complication
67101	9	Varicose veins of legs complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition
67103	9	Varicose veins of legs complicating pregnancy and the puerperium, antepartum condition or complication
67111	9	Varicose veins of vulva and perineum complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition
67122	9	Superficial thrombophlebitis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication
67123	9	Superficial thrombophlebitis complicating pregnancy and the puerperium, antepartum condition or complication
67124	9	Superficial thrombophlebitis complicating pregnancy and the puerperium, postpartum condition or complication
67131	9	Deep phlebothrombosis, antepartum, delivered, with or without mention of antepartum condition
67133	9	Deep phlebothrombosis, antepartum, antepartum condition or complication
67142	9	Deep phlebothrombosis, postpartum, delivered, with mention of postpartum complication
67144	9	Deep phlebothrombosis, postpartum, postpartum condition or complication
70582	9	Fox-Fordyce disease
67151	9	Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with or without mention of antepartum condition
67152	9	Other phlebitis and thrombosis complicating pregnancy and the puerperium, delivered, with mention of postpartum complication
67153	9	Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication
67154	9	Other phlebitis and thrombosis complicating pregnancy and the puerperium, postpartum condition or complication
67181	9	Other venous complications of pregnancy and the puerperium, delivered, with or without mention of antepartum condition
